EPA Facility ID,Facility Name,Facility Address,City,State,County,Zip,Facility DUNS,Latitude,Longitude
100000178194,"Iowa Turkey Products, Inc.",715 West Tilden Street,Postville,IA,Allamakee,52162,62767694,43.085833,-91.583056
100000185612,Postville Bulk Plant,280 North West St.,Postville,IA,Allamakee,52162,,43.086944,-91.578333
100000190161,"Agri Star Meat & Poultry, LLC",220 N. West St.,Postville,IA,Allamakee,52162,,43.087222,-091.582500
100000002034,Farmers Union Cooperative -Postville,325 CO-OP DRIVE,POSTVILLE,IA,Allamakee,52162-0520,,43.090770,-091.558580
100000095309,Heartland Co-op Prairie City,9180 S. 80th Ave. West,Prairie City,IA,Jasper,50228,,41.596111,-093.212222
100000038087,"NEW HORIZON FS, INC.-- PRAIRIEBURG",NORTH  X20,PRAIRIEBURG,IA,Linn,52219,607445251,42.239444,-91.4225
100000012434,"AGRILAND FS, Inc - Prescott",1301 Quince Ave,Prescott,IA,Adams,50859,,41.114722,-094.604167
100000020522,"Preston, IA 495",406 East White,Preston,IA,Jackson,52069,,42.055391,-090.388267
100000002178,"Eberhart Farm Center, Inc. - Preston Plant",2386 418th Ave.,Preston,IA,Jackson,52069-0100,,42.05424,-090.410276
100000169961,Farmers Mill Inc.,3324 - 100th Street,Protivin,IA,Chickasaw,52163,,43.212204,-092.094699
100000141624,"ART'S MILLING SERVICE, Inc.",326 100TH STREET EAST,PROTIVIN,IA,Howard,52163,,43.213020,-092.088610
100000114734,"Agro Distribution, L.L.C. - Quimby, IA",Highway 31 East,Quimby,IA,Cherokee,51049-0218,,42.633056,-95.633889
100000033466,Farmers Cooperative Elevator Company,109 Isabella Street,Radcliffe,IA,Hardin,50230,7989213,42.312068,-93.432247
100000097833,Landus Cooperative - Rake,3771 500th Street,Rake,IA,Winnebago,50465,,43.488278,-093.916446
100000203889,"Rake, IA 39",314 North Main Street,Rake,IA,Winnebago,50465,,43.485692,-093.926222
100000056431,Landus Cooperative - Ralston,406 1 st Street,Ralston,IA,Carroll,51459,5277892,42.041611,-094.639165
100000103354,AgVantage FS - Randalia,"15081 ""O"" Avenue",Randalia,IA,Fayette,52164,,42.8481,-091.8863
100000131305,Heartland Coop-Randall,305 First Street,Randall,IA,Hamilton,50231,,42.237530,-093.604420
100000094097,Heartland Co-op Randolph,109 Depot Street,Randolph,IA,Fremont,51649,,40.872250,-095.564861
100000009019,Farmers Cooperative Company-Readlyn,335 West 1st Street,Readlyn,IA,Bremer,50668-0339,,42.700262,-092.229657
100000049084,Nachurs Alpine Solutions - Red Oak Plant,1705 North Broadway Street,Red Oak,IA,Montgomery,51566,872821181,41.0202,-095.2346
100000081788,"Red Oak, IA 305",203 West Oak Street,Red Oak,IA,Montgomery,51566,,41.019588,-095.239220
100000141713,Heartland Co-op Redfield West,1535 Highway 6,Redfield,IA,Dallas,50233,,41.595694,-094.173444
100000096923,Heartland Co-op Redfield East,1540 302nd Street,Redfield,IA,Dallas,50233,,41.595918,-94.172389
100000059205,"Reinbeck, IA 6003",100 North Commercial,Reinbeck,IA,Grundy,50669,,42.326389,-092.599722
100000112843,Heartland Coop- Reinbeck,107 N. Pioneer Road,Reinbeck,IA,Grundy,50669-9702,,42.327500,-092.593333
100000110257,"Ag Partners, LLC. - Rembrandt",108 South Railroad St.,Rembrandt,IA,Buena Vista,50576,,42.825083,-095.168583
100000211941,Rembrandt,1419 480th St.,Rembrandt,IA,Buena Vista,50576,,42.823804,-95.128366
100000229585,AgState- Rembrandt,4949 US HWY 71,Rembrandt,IA,Buena Vista,50576,,42.805855,-95.153031
100000099243,Farmers Cooperative Company Remsen NH3,"16461 L-12, P.O. Box 260",Remsen,IA,Plymouth,51050,22303911,42.815598,-95.979302
100000255555,Remsen Farmers Coop,15996 Quest Ave.,Remsen,IA,Plymouth,51050,,42.823370,-95.972750
100000179601,Gold Eagle Cooperative / Renwick,605 Main Street,Renwick,IA,Humboldt,50572,980855498,42.828056,-93.981667
100000153362,Gold-Eagle Cooperative-Renwick,207 South Smith Street,Renwick,IA,Humboldt,50572,,42.826345,-93.981116
100000079292,"Riceville, IA Satellite",1564 IA-9,Riceville,IA,Howard,50466,22304604,43.363377,-092.543207
100000150757,TriOak Foods Richland,West Main St.,Richland,IA,Keokuk,52585,,41.184722,91.993056
100000155271,Vision Ag LLC - Richland,709 East Highway 78,Richland,IA,Keokuk,52585,,41.178563,-91.989777
100000000820,Farmers Win Coop - Ridgeway,730 Railroad Street,Ridgeway,IA,Winneshiek,52165-0006,199801614,43.298020,-091.989463
100000016001,StateLine Cooperative - Ringsted Facility,1 East 240th Street,Ringsted,IA,Emmet,50578,,43.299395,-094.511941
100000158161,Rippey Farmers Co-Op,Hwy. 144  and Main St.,Rippey,IA,Greene,50235,22305700,41.934722,91.198333
100000130413,Heartland Co-op Rippey,403 Percival,Rippey,IA,Greene,50235-0071,,41.934722,-094.198333
100000153709,"ELDON C. STUTSMAN, INC. - Riverside Facility",410 E. River Street,Riverside,IA,Washington,52327,5303284,41.480353,-091.573375
100000012513,"Crestland Cooperative, Riverton (NH3)",Apple Ave,Riverton,IA,Fremont,51650-0187,,40.690472,-95.574306
100000096353,Farmers Elev. Coop. - Rock Rapids NH3,210 North Story St.,Rock Rapids,IA,Lyon,51246,7286594,43.435104,-096.174095
100000231055,"Sunoco LP - Rock Rapids, IA",3025 Iowa 9 St.,Rock Rapids,IA,Lyon,51246-0306,,43.432714,-96.190639
100000095657,Farmers Elevator Cooperative - Rock Valley NH3,"1219 Main Street, P. O. Box 37",Rock Valley,IA,Sioux,51247,,43.202889,-096.296611
100000095611,Farmers Coop Elev Co - Rockford NH3,804 First Ave NW,Rockford,IA,Floyd,50468,942446410,43.054167,-092.957778
100000183687,Farmers Cooperative Company - Rockford (Greene),2383 Dancer Avenue,Rockford,IA,Floyd,50468,,43.011141,-092.966521
100000237228,"Rockford, IA Satellite",2047 Red Ball Road,Rockford,IA,Floyd,50468,,43.056575,-092.959256
100000095719,Farmers Coop. Elev. Co. - Rockwell - Hwy 65 NH3,16032 - 130th Street,Rockwell,IA,Cerro Gordo,50469,602783805,42.954611,-93.203333
100000095755,Five Star Cooperative. - Cartersville,21823 - 160th Street,Rockwell,IA,Cerro Gordo,50469,622128221,42.999833,-093.087833
100000200533,Farmers Cooperative Company - Rands,2691 310th Street,Rockwell City,IA,Calhoun,50579,,42.340237,-094.592567
100000004844,"Rockwell City, IA Satellite",2494 Marshall Avenue,Rockwell City,IA,Calhoun,50579,,42.429851,-094.668744
100000176515,"Rockwell City, IA 7",2764 320th Street,Rockwell City,IA,Calhoun,50579,964875421,42.325300,-094.578918
100000173803,WEST BEND ELEVATOR COMPANY - RODMAN,RODMAN AVENUE,RODMAN,IA,Palo Alto,50597,,43.035917,-94.881
100000163477,Heart of Iowa Cooperative,229 East Ash Street,Roland,IA,Story,50236,7989262,42.170250,-093.497833
100000206724,Key Cooperative- S-14 Location,13585 620th Ave,Roland,IA,Story,50236-0000,7989262,42.159569,-093.464582
100000072743,"PRO Cooperative, Inc. - Rolfe",708 Broad Street,Rolfe,IA,Pocahontas,50581,,42.811405,-94.53340
100000001801,"AgVantage FS, Inc - Rowan - AA",3085 Highway 3,Rowan,IA,Wright,50470,,42.746389,-093.560000
100000104219,"NEW Cooperative, Inc - Rowan",100 Main Street,Rowan,IA,Wright,50470,,42.740111,-093.553278
100000232731,"Rowan, IA 30",1389 Wright Avenue,Rowan,IA,Franklin,50470,,42.743300,-093.495930
100000074279,F. J. KROB & COMPANY - ROWLEY,95 Rowley Street,Rowley,IA,Buchanan,52329,,42.371977,-91.840822
100000117544,"AG PARTNERS, LLC.  ROYAL",101 MARKET ST.,ROYAL,IA,Clay,51357-0019,,43.067197,-95.285009
100000096273,Viafield - Rudd,51 E. Floyd Street,Rudd,IA,Floyd,50471,132518416,43.125740,-092.895228
100000091991,Farmers Coop Elev Co - Ruthven NH3 Nurse Tanks,"3537 - 350th Avenue, P. O. Box 188",Ruthven,IA,Palo Alto,51358,5867296,43.136500,-094.898722
100000071049,PRO Cooperative Inc. - Rutland,One First Street South,Rutland,IA,Humboldt,50582,,42.760121,-94.290389
100000082108,River Valley Cooperative - Ryan,101 Union St.,Ryan,IA,Delaware,52330,22310767,42.347555,-091.480919
100000053309,Sac City Simplot Soilbuilders,3134 255th Street,Sac City,IA,Sac,50583,,42.4185,-94.968
100000114495,"Sac City, IA 6035 Satellite",3316 255th Street,Sac City,IA,Sac,50583,,42.420885,-094.934731
100000223037,"Sac City, IA 43 Satellite",2751 Perkins Avenue,Sac City,IA,Sac,50583,962428871,42.392401,-95.053841
100000004826,Landus Cooperative - Sac City,2793 255th St.,Sac City,IA,Sac,50583-0000,,42.423059,-095.032493
100000229308,"Chem Gro of Houghton, Inc. - Salem Facility",2952 Franklin Avenue,Salem,IA,Henry,52649,,40.878290,-91.621752
100000158438,Farmers Coop Salix Elevator,315 Tama Street,Salix,IA,Woodbury,51052,8793473,42.308389,-96.286694
100000095069,Farmers Cooperative Society -  Sanborn NH3,"309 First Street, PO Box 553",Sanborn,IA,O'brien,51248,,43.107500,-095.394194
100000190866,Enterprise Sanborn Terminal and Storage,3220 Silver Ave.,Sanborn,IA,O'brien,51248,48210686,43.181035,-095.622464
100000200686,Landus Cooperative - Scarville,49113 170th Ave,Scarville,IA,Winnebago,50473,,43.474396,-093.635885
100000018893,Five Star Cooperative - Scarville ,101 West First Street,Scarville,IA,Winnebago,50473,,43.468762,-93.615345
100000092712,Ag State - Schaller NH3,1457 County Road,Schaller,IA,Sac,51053,156072365,42.504003,-095.297965
100000123396,Farmers Coop Elev. Co. - Schleswig,313 Cedar Street,Schleswig,IA,Crawford,51461,,42.164722,-095.435556
100000068874,Farm Service Coop-Schleswig,2150 D. Ave.,Schleswig,IA,Crawford,51461,,42.168025,-95.449453
100000054923,West Central Cooperative - Scranton,1204 Main - P.O. Box 276,Scranton,IA,Greene,51462,5277892,42.018054,-094.547431
100000101061,"CF Industries Nitrogen, LLC - Port Neal Complex",1182 260th Street,Sergeant Bluff,IA,Woodbury,51054,,42.329444,-96.377778
100000158474,The Andersons - Sergeant Bluff Facility,2717 Port Neal Circle,Sergeant Bluff,IA,Woodbury,51054,71035708,42.310833,-096.361111
100000152871,"Koch Fertilizer, LLC-Sergeant Bluff Terminal",2735 Port Neal Circle,Sergeant Bluff,IA,Woodbury,51054,,42.308111,-096.363056
100000163896,"Helena Chemical Company - Seymour, IA Facility",County S-60 & East Garden Road,Seymour,IA,Wayne,52590,7036759,40.667130,-093.113758
100000168944,AgVantage FS - Sheffield,307 West St.,Sheffield,IA,Franklin,50475,,42.895556,-093.231111
100000237344,AgVantage FS- Chapin,2036 Olive Ave.,Sheffield,IA,Franklin,50475,,42.840242,-093.226631
100000068286,Farm Service Coop-Shelby,32216 385th Street,Shelby,IA,Pottawattamie,51571,,41.480044,-95.452904
100000095032,Siouxland Farmers Coop Association Ritter NH3,2791 Hwy. 60 Blvd,Sheldon,IA,Osceola,51201,,43.266417,-95.829306
100000118918,Midwest Farmer's Cooperative/Sheldon,1103 Railroad Ave.,Sheldon,IA,O'brien,51201,,43.179167,-095.859167
100000139897,Freese Ag Service- Shell Rock,1114 N. Public Road,Shell Rock,IA,Butler,50670,,42.710278,-92.582778
100000198573,Farmers Cooperative Company - Shell Rock,29023 280th St.,Shell Rock,IA,Butler,50670,,42.643419,-092.653077
100000203987,"Flint Hills Resources Shell Rock, LLC",30750 212th Street,Shell Rock,IA,Butler,50670,964418334,42.737611,-092.617611
100000009457,Farmers Cooperative Company-Shell Rock,705 South Cherry Street,Shell Rock,IA,Butler,50670-0299,,42.706058,-92.588467
100000146576,United Farmers Cooperative - Shenandoah,506 North Center,Shenandoah,IA,Page,51601,,40.771596,-095.367161
100000233981,"Helena Agri-Enterprises, LLC - Shenandoah, IA",4197 175th St,Shenandoah,IA,Fremont,51601,7036759,40.794083,-095.385925
100000012461,"Helena Agri-Enterprises, LLC - Shenandoah, IA ",303 NORTHWEST ROAD,SHENANDOAH,IA,Page,51601,7036759,40.768915,-095.376449
100000199803,"Green Plains Shenandoah, LLC.",4124 Airport Road,Shenandoah,IA,Fremont,51601,,40.757040,-095.39977
100000112193,Cooperative Elevator Association - Sibley NH3,1107 - 2nd Avenue,Sibley,IA,Osceola,51249,,43.397022,-095.753214
100000226962,Cooperative Elevator Assoc - Sibley Nurse,303 12th Avenue,Sibley,IA,Osceola,51249,22274427,43.395100,-95.751080
100000167437,Heartland Co-op  Sidney,1410 Filmore Street,Sidney,IA,Fremont,51652,,40.748798,-95.629679
100000065813,Vision Ag LLC - Sigourney,20709 255th Street,Sigourney,IA,Keokuk,52591,,41.287028,-92.20506
100000095087,Heartland Co-op Silver City,112 West Railroad Ave.,Silver City,IA,Mills,51571,,41.110000,-095.635278
100000113646, Farmers Coop Society Sioux Center,"109 3rd Avenue, S.W.",Sioux Center,IA,Sioux,51250,4869301,43.079220,-096.177590
100000195488,Sioux-Preme Packing Company,4241 US 75 Avenue,Sioux Center,IA,Sioux,51250,48732242,43.035500,-096.177200
100000200597,Siouxland Energy Cooperative,3890 Garfield Avenue,Sioux Center,IA,Sioux,51250,52707770,43.087099,-096.230914
100000025769,"Smithfield Packaged Meats Corp. - Sioux Center, IA",251 15th Street NE,Sioux Center,IA,Sioux,51250,391500683,43.092619,-096.171385
100000223368,"Sioux Center, IA 06, 07",110 3rd Avenue Northwest,Sioux Center,IA,Sioux,51250,,43.077952,-96.185125
100000158535,The Andersons - Sioux City Facility,514 South Floyd Boulevard,Sioux City,IA,Woodbury,51101,107609422,42.486389,-096.392778
100000129041,City of Sioux City Water Plant,1101 Tri View Avenue,Sioux City,IA,Woodbury,51103,,42.493314,-96.420020
100000067982,John Morrell & Co. (Sioux City),1200 Bluff Road,Sioux City,IA,Woodbury,51106,39058201,42.4833,-096.3886
100000045453,TCCS Sioux City IA.,3939 South Lewis Boulevard,Sioux City,IA,Woodbury,51106,31426658,42.440357,-096.373204
100000235435,Seaboard Triumph Foods,5555 Seaboard Triumph Parkway,Sioux City,IA,Woodbury,51111,,42.422775,-96.386246
100000250177,Cold Link Logistics Sioux City,7601 Alicia Ave,Sioux City,IA,Woodbury,51111,72106962,42.373011,-96.371874
100000143178,Sioux City WWTP,"3100 South Lewis Blvd., RR#6",Sioux City,IA,Woodbury,51106-5114,150795342,42.456528,-096.379389
100000140732,"Smithfield Packaged Meats Corp. - Sioux City, IA",1000 Cunningham Drive,Sioux City,IA,Woodbury,51106-5821,263736375,42.484173,-096.382429
100000141152,"Americold, Sioux City Plant 6",2640 Murray Street.,Sioux City,IA,Woodbury,51111-1140,,42.426111,-96.373056
100000145853,"Americold, Sioux City Plant 1",2900 Murray St. ,Sioux City,IA,Woodbury,51111-1159,58149378,42.426691,-096.372998
100000038719,TURPAK FOODS and COMPANIES,6201 MacArthur Street,Sioux City,IA,Woodbury,51111-1313,603549361,42.397840,-096.372431
100000078578,HWTG - Slater,101 Greene Street,Slater,IA,Story,50244,791692031,41.882542,-093.687388
100000141447,Heartland Co-op Slater,1120 West 1st Avenue,Slater,IA,Story,50244,,41.883060,-093.697250
100000153825,Western Iowa Co-Op,1919 Highway 141,Sloan,IA,Woodbury,51055,9861964,42.234194,96.23
100000004988,Landus Cooperative - Somers,411 6th Avenue,Somers,IA,Calhoun,50586,,42.378143,-094.432195
100000141269,Cenex/Land O'Lakes Agronomy Center - South English,404 Broadway,South English,IA,Keokuk,52335,,41.450361,-92.090472
100000049208,Great Lakes Cooperative - Spencer NH3,"3918 ""B"" Avenue East",Spencer,IA,Clay,51301,,43.168889,-95.142222
100000097192,"CF Industries Dist. Facilities, LLC - Spencer",3425 180th Ave.,Spencer,IA,Clay,51301,55076772,43.154167,-095.233889
100000124171,Quality Refrigerated Services,225 West 21st Street,Spencer,IA,Clay,51301,609729843,43.160043,-95.149194
100000049299,River Valley Cooperative - Sperry,11723 Sperry Road,Sperry,IA,Des Moines,52650,,40.955867,-091.153978
100000049235,SPIRIT LAKE FERTILIZER PLANT,1447 HYW. 86,SPIRIT LAKE,IA,Dickinson,51360,,43.436667,-95.183611
100000168739,Superior Coop Elevator Company,1447 Highway 86,Spirit Lake,IA,Dickinson,51360,,43.437194,-95.182778
100000019847,Linn Cooperative Oil Co.,726 Dubuque Rd.,Springville,IA,Linn,52336,,42.056711,-091.434749
100000216474,"St Ansgar, IA Satellite (Red Ball Rd)",4180 Red Ball Road,St Ansgar,IA,Mitchell,50472,,43.366357,-92.906439
100000216465,"St Ansgar, IA Satellite (420th St)",1085 420th Street,St Ansgar,IA,Mitchell,50472,,43.371730,-93.006630
100000202318,"Absolute Energy, L.L.C.",1372 State Line Road,St. Ansgar,IA,Mitchell,50472,794106463,43.497147,-092.953019
100000002374,"St. Anthony, IA 436 Satellite",1419 Canfield Avenue,St. Anthony,IA,Marshall,50239,102412244,42.191667,-093.158056
100000059189,Northern Country Cooperative Company,2202 470th Street,Stacyville,IA,Mitchell,50476,,43.443021,-92.789882
100000128765,Heartland Coop-Stanhope,515 Railway Street,Stanhope,IA,Hamilton,50246,,42.287500,-093.798060
100000151952,Van Diest Supply Company,3514 Briggs Woods Road,Stanhope,IA,Hamilton,50246-0315,612717512,42.284444,-093.795000
100000242285,River Valley Cooperative Stanwood,1142 HWY 30,Stanwood,IA,Cedar,52337,22065593,41.887986,-91.14608
100000085267,New Century FS - State Center,103A 3rd St. NE,State Center,IA,Marshall,50247,,42.018056,-093.160556
100000001927,Edler-Eggers Fertilizer,2124 Eastman Avenue,State Center,IA,Marshall,50247,,42.043429,-093.164599
100000252503,Marshall Ridge Renewable Energy,1146 245th Street,State Center,IA,Marshall,50247,,41.998094,-93.204770
100000201435,"Pine Lake Corn Processors, L.L.L.P.",33371 170th Street,Steamboat Rock,IA,Hardin,50672,,42.457778,-093.055833
100000034429,AGRILAND FS INC. - Stockport,28022 120th St.,Stockport,IA,Van Buren,52651,22076343,40.8716376,-91.8326961
100000155208,Vision Ag LLC - Stockport,13794 Route W 30,Stockport,IA,Van Buren,52651,,40.846049,-91.831995
100000123555,The Hillshire Brands Company,315 Vilas Road,Storm Lake,IA,Buena Vista,50588,612579540,42.639448,-095.184336
100000008957,"Tyson Fresh Meats, Inc. - Storm Lake, Ia.",1009 Richland Street,Storm Lake,IA,Buena Vista,50588,362565889,42.640000,-095.187500
100000163397,Key Cooperative,200 West 1st Street,Story City,IA,Story,50248,7989262,42.179825,-093.605507
100000071691,United Cooperative - Stratford,1015  Commercial Street,Stratford,IA,Hamilton,50249,,42.26964,-93.924439
100000069356,SilverEdge Cooperative,36919 St. Sebald Road,Strawberry Point,IA,Clayton,52076-0399,,42.689167,-091.568611
100000089129,"Westco Agronomy Company, LLC dba PELGROW Â¿ Stuart",504 East Front Street,Stuart,IA,Adair,50250,181632279,41.503583,-094.309806
100000012489,Landus Cooperative - Stuart,215 South Madison,Stuart,IA,Adair,50250-0000,964995984,41.502389,-094.309386
100000134473,Key Cooperative,504 6th Ave.,Sully,IA,Jasper,50251,22346878,41.57597,-092.84599
100000169827,Viafield - Sumner,24932 - 150th Street,Sumner,IA,Fayette,50674,980689681,42.848951,-92.078917
100000043785,AgVantage FS - Sumner ,1429 Whitetail Ave.,Sumner,IA,Bremer,50674,,42.843194,-092.120107
100000179059,Great Lakes Cooperative - Superior NH3 Nurse Tanks,201 First Avenue,Superior,IA,Dickinson,51363,51949527,43.431278,-094.941139
100000072011,"Superior, IA 249",603 Burlington Ave,Superior,IA,Dickinson,51363,,43.432273,-094.948022
100000002123,"Ag Partners, LLC",6625 460th St.,Sutherland,IA,O'brien,51058,,42.981206,-95.480814
100000004586,North Iowa  Cooperative Elevator-Swaledale,310 5th Street,Swaledale,IA,Cerro Gordo,50477,,42.975205,-93.314928
100000095979,StateLine Cooperative-Swea City Facility,402 Highway P-30,Swea City,IA,Kossuth,50451,,43.386082,-094.308708
100000045202,AGRILAND FS INC.   TABOR,HWY 275   1 1/2 MILES NORTH OF TOWN,TABOR,IA,Mills,51653,,40.931389,-95.67
100000005843,"Iowa Premium, LLC",3337 L Avenue,Tama,IA,Tama,52339,128793333,41.958894,-92.552276
100000059312,Cropmate Company - Tama,"200 Jackson Street, P.O. Box 148",Tama,IA,Tama,52339-0148,199808668,41.959917,-92.564306
100000179488,Rohach Ag,"200 Jackson Street, P.O. Box 148",Tama,IA,Tama,52339-0148,,41.959917,-92.564306
100000056752,"Templeton, IA 105",326 Railway Street,Templeton,IA,Carroll,51463,612907170,41.921073,-094.942896
100000251256,"Templeton, IA Satellite (TCN)",17201 300th Street,Templeton,IA,Carroll,51463,800065112,41.921768,-94.953207
100000068204,Farm Service Coop - Tennant,214 N. Railroad,Tennant,IA,Shelby,51574,,41.595500,-095.444250
100000091884,Farmers Coop Elev Co - Terril NH3,402 Warner Avenue,Terril,IA,Dickinson,51364,,43.303056,-94.968056
100000082885,Farmers Co-op Elevator -Terril - formerly Cropmate,304 East Ross Avenue,Terril,IA,Dickinson,51364,,43.306556,-094.963556
100000097913,Landus Cooperative - Thompson,425 Harrison Street North,Thompson,IA,Winnebago,50478,,43.375812,-093.775778
100000089003,Gold-Eagle Cooperative-Thor,319 North Ann Street,Thor,IA,Humboldt,50591,,42.691129,-94.052255
100000252111,Thornton East,7487 125th St,Thornton,IA,Cerro Gordo,50479,,42.94215,-93.37035
100000090108,AgVantage FS  - Thornton Plant,206 Ash Street E,Thornton,IA,Cerro Gordo,50479-0036,,42.945278,-093.375556
100000058073,Cedar County Cooperative - Tipton,1201 Newton Avenue,Tipton,IA,Cedar,52772-0192,,41.771516,-091.098561
100000015495,Gold-Eagle Cooperative-Titonka,2201 325th Street,Titonka,IA,Kossuth,50480,,43.235377,-94.029053
100000230047,New Century FS - Midway ,1934 Hwy E-29,Todelo,IA,Tama,52342,,42.099183,-92.585224
100000072994,Northern Country Cooperative Company (Toeterville),4701 Hickory Ave,Toeterville,IA,Mitchell,50481-0156,,43.443796,-92.893431
100000091241,New Century FS - Toledo,108 S West St,Toledo,IA,Tama,52342,,41.994444,-092.583056
100000255289,Tama Center,2060 CR-E29,Toledo,IA,Tama,52342,,42.09843,-92.56085
100000215796,Two Rivers Cooperative-Tracy,1004 265th Street,Tracy,IA,Mahaska,50256,,41.269244,-092.866270
100000085374,New Century FS - Traer,2617 Hwy 8E,Traer,IA,Tama,50675,,42.190556,-092.453611
100000154398,Farm Service Company,Hwy 92 West,Treynor,IA,Pottawattamie,51575,,41.231300,-095.619000
100000095194,Heartland Co-op Treynor,Highway 92 East,Treynor,IA,Pottawattamie,51575,,41.233889,-095.584167
100000140055,Freese Ag Service,2565 170th St,Tripoli,IA,Bremer,50676,,42.808056,-92.258056
100000043179,AgVantage FS - Tripoli,309 Railroad Ave.,Tripoli,IA,Bremer,50676,,42.808333,-092.253889
100000211317,"Tripoli, IA 2661 Satellite",1854 Piedmont,Tripoli,IA,Bremer,50676,,42.778592,-92.258879
100000092277,First Cooperative Association - Truesdale NH3,301 Railroad Avenue,Truesdale,IA,Buena Vista,50592,199372236,42.731944,-095.180833
100000096415,Truro Grain - Purchased from Heartland Coop ,100 South East Street,Truro,IA,Madison,50257-0000,,41.211944,-093.846947
100000096763,"Turin, IA 107 Satellite",23298 Larpenteur Memorial Road,Turin,IA,Monona,51040,609749957,42.017731,-095.965860
100000095577,Farm Service Compay,400 Milwaukee Ave,Underwood,IA,Pottawattamie,51576,,41.385556,-095.676111
100000055833,AGRILAND FS INC.   UNDERWOOD,701 RAILROAD  HWY.,UNDERWOOD,IA,Pottawattamie,51576,,41.3796595,-095.682408
100000172172,Underwood Farm Supply L.L.C.,26201 MAGNOLIA RD,UNDERWOOD,IA,Pottawattamie,51576-0010,22352082,41.375817,-095.685953
100000002427,"Union, IA 436 Satellite",1813 Marble Road,Union,IA,Marshall,50258,102412244,42.178333,-093.078528
100000223206,"Union, IA 6096 Satellite",1779 Marble Road,Union,IA,Marshall,50258,,42.173889,-93.084739
100000096031,Innovative Ag Services - Union,"302 East St., PO Box 159",Union,IA,Hardin,50258-0159,,42.251941,-093.060708
100000134883,"Ute, IA 111 Satellite",18530 Highway 141 North,Ute,IA,Monona,51060,,42.059131,-095.712405
100000057975,New Century FS  - Van Horne,406 1st Ave.,Van Horne,IA,Benton,52346,,42.007500,-092.095556
100000219453,New Century FS - Van Horne,806 1st Avenue,Van Horne,IA,Benton,52346,,42.00650,-92.09563
100000117214,"Ag Partners,l.l.c.",202 Elevator street,Varina,IA,Pocahontas,50593,,42.658083,-94.896028
100000186434,Top of Iowa Cooperative - Ventura Nurse Tanks,Sema and Main Avenues,Ventura,IA,Cerro Gordo,50482,,43.128667,-093.478444
100000252255,"Ventura, IA 226",16771 Balsam Avenue,Ventura,IA,Cerro Gordo,50482,,43.138829,-93.476125
100000097325,"Rohrer Brothers, Inc. Victor NH3",415 First St.,Victor,IA,Iowa,52347,,41.734636,-092.293600
100000171333,"Hoye Feed & Grain, Inc.",64208 York Road,Villisca,IA,Cass,50824,,41.165278,94.961111
100000070727,United Farmers Cooperative - Villisca Agronomy,401 North U Avenue,Villisca,IA,Montgomery,50864,784321788,40.935640,-094.984878
100000249974,United Farmers Cooperative- 2795 265th,2975 265th St,Villisca,IA,Montgomery,50864,,40.923130,-95.008230
100000170584,United Farmers Coop  - Villisca South,200 West 7th Street,Villisca,IA,Montgomery,50864,,40.925528,-094.980276
100000099699,"Vincent, IA 11",205 North 1st Street,Vincent,IA,Webster,50594,39951017,42.594166,-094.018113
100000214172,New Century FS,510 North K Ave.,Vinton,IA,Benton,52349,,42.176760,-92.038840
100000069846,New Century FS  - Vinton,302 M Ave,Vinton,IA,Benton,52349,,42.160317,-092.04717
100000219462,New Century FS - Vinton,1901 West 13th St,Vinton,IA,Benton,52349,,42.16045,-92.04668
100000056609,Tama-Benton Cooperative - Vinton,"711 South ""K"" Ave.",Vinton,IA,Benton,52349,22151070,42.164167,-092.041111
100000113245,River Valley Cooperative - Walcott,1001 North Main Street,Walcott,IA,Scott,52773,51000131,41.594430,-090.774101
100000171707,Carson Grain Company,5301 Troy Mills Road,Walker,IA,Linn,52352,,42.245841,-091.6811
100000082572,"Wall Lake, IA 6026",202 East 1st Street,Wall Lake,IA,Sac,51466,,42.270560,-095.086792
100000186979,Farmers Co-Op Elev. Co. - Wallingford Nurse Tanks,368 Railroad Street,Wallingford,IA,Emmet,51365,,43.320583,-094.795278
100000170548,Walnut Creek Fertilizer,405 Pearl St.,Walnut,IA,Pottawattamie,51577-0367,,41.475833,-095.226944
100000090215,"Farmer's Elevator & Exchange, Inc.",105 Hwy 61 North,Wapello,IA,Louisa,52653,,41.179907,-091.196034
100000034642,AGRILAND FS INC.-WASHINGTON,425 Hwy 1 & 92,Washington,IA,Washington,52353,22076343,41.3023421,-91.7176954
100000114388,Cropmate Company,303 Sanford Street,Washta,IA,Cherokee,51061,120366349,42.570583,-95.718361
100000147566,"Washta, IA 108",203 Main Street,Washta,IA,Cherokee,51061,132418278,42.572832,-095.717178
100000140082,Gilbertville Fertilzer & Supply,"Gilbertville Fertilzer & Supply, 6823 East Washburn RD.",Waterloo,IA,Black Hawk,50701,,42.416111,-92.214722
100000092222,"Waterloo, IA Facility",501 North Elk Run Road,Waterloo,IA,Black Hawk,50703,,42.509748,-092.262070
100000214403,Conagra Brand  - Waterloo,2701 Midport Blvd,Waterloo,IA,Black Hawk,50703,52906513,42.544588,-92.390776
100000249983,Advanced Heat Treat Corp.,2825 Midport Blvd,Waterloo,IA,Black Hawk,50703,56504186,42.546202,-92.393339
100000005852,"Tyson Fresh Meats, Inc. - Waterloo, Ia.",501 North Elk Run Road,Waterloo,IA,Black Hawk,50703,362928053,42.508105,-092.262537
